games,visitor_avg_runs_1st,home_avg_runs_1st,visitor_p_scored_1st,home_p_scored_1st,home_minus_vis_runs,home_minus_vis_prob,year
1216,0.5773026315789473,0.647203947368421,0.3100328947368421,0.3412828947368421,0.06990131578947367,0.03125,1911
1232,0.5836038961038961,0.6331168831168831,0.3189935064935065,0.3457792207792208,0.04951298701298701,0.0267857142857143,1912
1227,0.5175224123879381,0.5517522412387939,0.2974735126324368,0.29991850040749796,0.03422982885085579,0.002444987775061136,1913
1842,0.5141150922909881,0.5532030401737242,0.28610206297502716,0.3132464712269272,0.039087947882736174,0.027144408251900065,1914
1812,0.4917218543046358,0.48013245033112584,0.27759381898454744,0.26490066225165565,-0.011589403973509937,-0.012693156732891786,1915
1222,0.43944353518821605,0.5155482815057283,0.26104746317512273,0.28805237315875615,0.07610474631751224,0.02700490998363342,1916
1230,0.43333333333333335,0.4983739837398374,0.27154471544715447,0.27479674796747966,0.06504065040650403,0.0032520325203251876,1917
991,0.4772956609485368,0.4863773965691221,0.2785065590312815,0.2815338042381433,0.009081735620585285,0.0030272452068617617,1918
1106,0.4945750452079566,0.5533453887884268,0.2757685352622061,0.3155515370705244,0.058770343580470175,0.039783001808318286,1919
1212,0.5239273927392739,0.6047854785478548,0.29207920792079206,0.33663366336633666,0.08085808580858089,0.044554455445544594,1920
1212,0.6056105610561056,0.66996699669967,0.3234323432343234,0.34983498349834985,0.06435643564356441,0.026402640264026445,1921
1212,0.5585808580858086,0.6328382838283828,0.3028052805280528,0.33745874587458746,0.07425742574257421,0.034653465346534684,1922
1174,0.5570698466780238,0.6592844974446337,0.30664395229982966,0.34497444633730834,0.10221465076660985,0.03833049403747868,1923
1173,0.6069906223358909,0.6751918158567775,0.3145780051150895,0.34697357203751067,0.0682011935208866,0.03239556692242118,1924
1170,0.5632478632478632,0.676923076923077,0.3076923076923077,0.34615384615384615,0.11367521367521372,0.038461538461538436,1925
1190,0.5117647058823529,0.6571428571428571,0.29327731092436976,0.34705882352941175,0.14537815126050424,0.05378151260504199,1926
1176,0.5544217687074829,0.5467687074829932,0.30612244897959184,0.29931972789115646,-0.007653061224489721,-0.006802721088435382,1927
1134,0.5202821869488536,0.6481481481481481,0.2821869488536155,0.3492063492063492,0.1278659611992945,0.06701940035273368,1928
1195,0.5857740585774058,0.6644351464435146,0.3079497907949791,0.3472803347280335,0.07866108786610881,0.03933054393305441,1929
1186,0.6500843170320405,0.7192242833052277,0.32377740303541314,0.357504215851602,0.06913996627318719,0.03372681281618889,1930
1171,0.5943637916310845,0.7198975234842016,0.3193851409052092,0.3595217762596072,0.125533731853117,0.04013663535439799,1931
1147,0.6146469049694856,0.6573670444638187,0.3051438535309503,0.34786399302528337,0.042720139494333065,0.042720139494333065,1932
1160,0.5775862068965517,0.6068965517241379,0.29051724137931034,0.31724137931034485,0.02931034482758621,0.02672413793103451,1933
1165,0.6034334763948498,0.6626609442060086,0.311587982832618,0.344206008583691,0.05922746781115884,0.032618025751072977,1934
1151,0.5134665508253693,0.5577758470894874,0.2710686359687228,0.3205907906168549,0.04430929626411806,0.04952215464813209,1935
1330,0.6127819548872181,0.724812030075188,0.3225563909774436,0.35413533834586464,0.11203007518796992,0.03157894736842104,1936
1429,0.5605318404478656,0.6934919524142757,0.2967109867039888,0.3435969209237229,0.1329601119664101,0.04688593421973408,1937
1337,0.5355272999252056,0.6866118175018698,0.27673896783844426,0.3470456245325355,0.1510845175766642,0.07030665669409125,1938
1317,0.595292331055429,0.6294608959757023,0.31738800303720577,0.31586940015186027,0.034168564920273314,-0.0015186028853454991,1939
1151,0.5551694178974804,0.6655082536924414,0.2953953084274544,0.3266724587315378,0.11033883579496095,0.0312771503040834,1940
1120,0.49375,0.6705357142857142,0.2625,0.3419642857142857,0.1767857142857142,0.07946428571428571,1941
1121,0.4255129348795718,0.552185548617306,0.24531668153434433,0.2988403211418377,0.12667261373773414,0.053523639607493345,1942
1179,0.46904156064461405,0.5233248515691263,0.25699745547073793,0.2866836301950806,0.054283290924512284,0.02968617472434265,1943
1119,0.5272564789991063,0.5781948168007149,0.2797140303842717,0.31814119749776587,0.05093833780160861,0.0384271671134942,1944
1086,0.5174953959484346,0.6206261510128913,0.2900552486187845,0.3278084714548803,0.10313075506445668,0.03775322283609578,1945
1193,0.490360435875943,0.5624476110645432,0.26571668063704945,0.3076278290025147,0.0720871751886002,0.04191114836546522,1946
1204,0.5913621262458472,0.584717607973422,0.3014950166112957,0.30066445182724255,-0.006644518272425182,-0.0008305647840531338,1947
1257,0.5552903739061257,0.6555290373906125,0.2840095465393795,0.32140015910898967,0.10023866348448685,0.03739061256961018,1948
1267,0.579321231254933,0.6140489344909235,0.2983425414364641,0.31886345698500396,0.034727703235990504,0.020520915548539853,1949
1131,0.5464190981432361,0.74447391688771,0.28205128205128205,0.3359858532272325,0.19805481874447395,0.05393457117595046,1950
1156,0.5224913494809689,0.5899653979238755,0.27249134948096887,0.31833910034602075,0.06747404844290661,0.045847750865051884,1951
1164,0.4991408934707904,0.5592783505154639,0.26374570446735396,0.30584192439862545,0.06013745704467355,0.042096219931271495,1952
1196,0.5108695652173914,0.6112040133779264,0.2959866220735786,0.33277591973244147,0.10033444816053505,0.03678929765886285,1953
1197,0.556390977443609,0.6131996658312447,0.30158730158730157,0.32247284878863824,0.05680868838763575,0.020885547201336674,1954
1203,0.47880299251870323,0.6475477971737323,0.2684954280964256,0.33083956774729845,0.1687448046550291,0.06234413965087282,1955
1203,0.5635910224438903,0.6500415627597672,0.2884455527847049,0.343308395677473,0.08645054031587696,0.054862842892768104,1956
1229,0.44263628966639545,0.5614320585842149,0.25793327908869,0.3075671277461351,0.1187957689178194,0.04963384865744508,1957
1232,0.5300324675324676,0.538961038961039,0.2792207792207792,0.3051948051948052,0.008928571428571397,0.025974025974025983,1958
1237,0.5198059822150364,0.5901374292643492,0.2974939369442199,0.3120452708164915,0.07033144704931282,0.014551333872271643,1959
1236,0.5097087378640777,0.5542071197411004,0.26375404530744334,0.3058252427184466,0.04449838187702271,0.042071197411003236,1960
1431,0.49056603773584906,0.6009783368273934,0.25925925925925924,0.31446540880503143,0.11041229909154437,0.05520614954577219,1961
1617,0.5213358070500927,0.601113172541744,0.2820037105751391,0.3129251700680272,0.07977736549165126,0.030921459492888104,1962
1616,0.40284653465346537,0.530940594059406,0.2332920792079208,0.28836633663366334,0.1280940594059406,0.05507425742574254,1963
1624,0.5116995073891626,0.5560344827586207,0.2684729064039409,0.29802955665024633,0.044334975369458074,0.029556650246305438,1964
1615,0.46873065015479876,0.5727554179566563,0.25882352941176473,0.3139318885448916,0.10402476780185754,0.055108359133126894,1965
1610,0.4577639751552795,0.537888198757764,0.26149068322981367,0.30062111801242236,0.08012422360248445,0.03913043478260869,1966
1617,0.43537414965986393,0.5510204081632653,0.2541743970315399,0.30303030303030304,0.11564625850340132,0.04885590599876316,1967
1610,0.37267080745341613,0.4906832298136646,0.22298136645962732,0.27701863354037265,0.11801242236024845,0.05403726708074533,1968
1946,0.4696813977389517,0.5991778006166495,0.2697841726618705,0.32014388489208634,0.1294964028776978,0.05035971223021585,1969
1944,0.5005144032921811,0.6075102880658436,0.2772633744855967,0.3245884773662551,0.10699588477366251,0.04732510288065844,1970
1938,0.45149638802889575,0.5686274509803921,0.25541795665634676,0.30495356037151705,0.11713106295149639,0.049535603715170295,1971
1859,0.4260355029585799,0.5244755244755245,0.25228617536309844,0.29047875201721357,0.09844002151694459,0.03819257665411513,1972
1943,0.5012866700977869,0.5805455481214616,0.27380339680905813,0.3082861554297478,0.0792588780236747,0.03448275862068967,1973
1945,0.5239074550128535,0.5676092544987147,0.28380462724935734,0.3033419023136247,0.04370179948586117,0.019537275064267334,1974
1934,0.4482936918304033,0.6168562564632886,0.2559462254395036,0.32574974146845914,0.16856256463288527,0.06980351602895551,1975
1939,0.4749871067560598,0.5621454357916452,0.27694687983496646,0.296028880866426,0.0871583290355854,0.019082001031459517,1976
2103,0.5097479790775084,0.6286257727056586,0.2815026153114598,0.33808844507845937,0.11887779362815021,0.05658582976699955,1977
2102,0.4391056137012369,0.6013320647002854,0.24548049476688868,0.31588962892483347,0.16222645099904853,0.07040913415794478,1978
2098,0.47855100095328884,0.655862726406101,0.27931363203050524,0.3279313632030505,0.17731172545281215,0.04861773117254525,1979
2105,0.5434679334916864,0.6052256532066508,0.29263657957244654,0.3159144893111639,0.061757719714964354,0.02327790973871735,1980
1394,0.4713055954088953,0.5523672883787661,0.2611190817790531,0.3012912482065997,0.08106169296987087,0.04017216642754662,1981
2107,0.4902705268153773,0.5742762221167537,0.2785951589938301,0.3103939250118652,0.08400569530137636,0.03179876601803511,1982
2109,0.51683262209578,0.5623518255097203,0.29397818871503084,0.3105737316263632,0.045519203413940335,0.01659554291133236,1983
2105,0.48741092636579575,0.6175771971496437,0.27410926365795724,0.3311163895486936,0.1301662707838479,0.057007125890736365,1984
2103,0.4717070851165002,0.5986685687113648,0.2734189253447456,0.33190679980979554,0.12696148359486453,0.05848787446504994,1985
2103,0.48502139800285304,0.6000951022349025,0.2743699476937708,0.3285782215882073,0.11507370423204943,0.0542082738944365,1986
2105,0.5387173396674584,0.6090261282660333,0.31306413301662706,0.32779097387173395,0.07030878859857492,0.014726840855106893,1987
2100,0.4680952380952381,0.5580952380952381,0.2652380952380952,0.31238095238095237,0.08999999999999997,0.04714285714285715,1988
2106,0.5137701804368471,0.5935422602089269,0.28917378917378916,0.3214624881291548,0.07977207977207978,0.032288698955365625,1989
2105,0.49073634204275535,0.6285035629453681,0.2826603325415677,0.32494061757719717,0.13776722090261279,0.04228028503562947,1990
2104,0.5142585551330798,0.6059885931558935,0.2956273764258555,0.314638783269962,0.09173003802281365,0.01901140684410646,1991
2106,0.4805318138651472,0.5574548907882241,0.2744539411206078,0.31196581196581197,0.07692307692307687,0.03751187084520419,1992
2269,0.5235786690171882,0.6544733362714852,0.2974878801234024,0.3380343763772587,0.130894667254297,0.04054649625385631,1993
1600,0.59625,0.621875,0.32,0.331875,0.02562500000000001,0.011874999999999969,1994
2017,0.600892414476946,0.6544372830937035,0.3158155676747645,0.3396132870599901,0.05354486861675756,0.023797719385225624,1995
2267,0.580061755624173,0.6996029995588884,0.3070136744596383,0.34406704896338774,0.11954124393471544,0.03705337450374946,1996
2266,0.5564872021182701,0.6606354810238305,0.3084730803177405,0.3473080317740512,0.10414827890556044,0.03883495145631066,1997
2432,0.514391447368421,0.6200657894736842,0.29276315789473684,0.3260690789473684,0.10567434210526316,0.03330592105263158,1998
2428,0.6046128500823723,0.6338550247116969,0.3257825370675453,0.3340197693574959,0.029242174629324547,0.008237232289950602,1999
2429,0.5965417867435159,0.713874022231371,0.3091807328118567,0.35364347468093865,0.1173322354878551,0.044462741869081945,2000
2429,0.5409633594071634,0.6027171675586661,0.2960065870728695,0.31741457389872374,0.061753808151502665,0.021407986825854264,2001
2426,0.5309150865622424,0.612118713932399,0.28359439406430337,0.3268755152514427,0.08120362737015663,0.04328112118713934,2002
2430,0.5662551440329218,0.6526748971193416,0.30329218106995887,0.33168724279835393,0.0864197530864198,0.028395061728395066,2003
2428,0.5164744645799012,0.6297364085667215,0.2813014827018122,0.3266062602965404,0.11326194398682032,0.045304777594728174,2004
2431,0.5306458247634718,0.6157959687371453,0.2957630604689428,0.327848621966269,0.08515014397367349,0.03208556149732622,2005
2429,0.5710168793742281,0.6591189790037052,0.31288596130094687,0.33264717990942777,0.08810209962947713,0.0197612186084809,2006
2431,0.5499794323323736,0.6507610037021802,0.3081036610448375,0.34430275606746197,0.10078157136980659,0.03619909502262447,2007
2428,0.5152388797364086,0.6247940691927513,0.28912685337726524,0.33607907742998355,0.10955518945634268,0.04695222405271832,2008
2430,0.49176954732510286,0.6045267489711934,0.28189300411522633,0.3300411522633745,0.11275720164609054,0.04814814814814816,2009
2430,0.48559670781893005,0.5679012345679012,0.2716049382716049,0.31810699588477365,0.08230452674897115,0.046502057613168724,2010
2429,0.49279538904899134,0.5553725813091808,0.2799505969534788,0.3025936599423631,0.06257719226018943,0.0226430629888843,2011
2430,0.5189300411522634,0.6041152263374485,0.29588477366255145,0.3325102880658436,0.08518518518518514,0.03662551440329215,2012
2431,0.46853146853146854,0.5392842451665981,0.27108185931715345,0.2965857671740025,0.07075277663512958,0.02550390785684903,2013
2430,0.42674897119341565,0.5444444444444444,0.2518518518518518,0.3008230452674897,0.11769547325102875,0.04897119341563788,2014
2429,0.5030876904075752,0.5895430218196789,0.2815973651708522,0.31741457389872374,0.08645533141210371,0.03581720872787153,2015
2428,0.48352553542009885,0.6235584843492586,0.2800658978583196,0.3364909390444811,0.1400329489291598,0.056425041186161484,2016
2430,0.5316872427983539,0.6094650205761317,0.29506172839506173,0.3263374485596708,0.07777777777777783,0.031275720164609055,2017
2431,0.49156725627313863,0.5981077745783628,0.2830111065405183,0.3097490744549568,0.10654051830522421,0.0267379679144385,2018
2429,0.5459036640592837,0.6109510086455331,0.30218196788801976,0.32523672293124745,0.06504734458624939,0.02305475504322768,2019
898,0.4688195991091314,0.5623608017817372,0.25278396436525613,0.3285077951002227,0.0935412026726058,0.07572383073496658,2020
2429,0.5043227665706052,0.6039522437216962,0.27254013997529847,0.3157678056813504,0.09962947715109105,0.04322766570605191,2021
2430,0.42592592592592593,0.560082304526749,0.24938271604938272,0.30534979423868314,0.13415637860082308,0.05596707818930041,2022
2430,0.4744855967078189,0.5962962962962963,0.26666666666666666,0.32592592592592595,0.1218106995884774,0.05925925925925929,2023
2429,0.4512144915603129,0.5417867435158501,0.2606010703993413,0.28777274598600244,0.0905722519555372,0.02717167558666117,2024
